Date,Time Slot,Estimated Hourly Footfall,Day of Week,Temperature,Cloud Cover,Icon
2024-02-14,10:00 - 11:00,3690,Wednesday,22.8,10.0,clear-day
2024-02-14,11:00 - 12:00,1373,Wednesday,22.8,10.0,clear-day
2024-02-14,12:00 - 13:00,825,Wednesday,22.8,10.0,clear-day
2024-02-14,13:00 - 14:00,1078,Wednesday,22.8,10.0,clear-day
2024-02-14,14:00 - 15:00,1272,Wednesday,22.8,10.0,clear-day
2024-02-14,15:00 - 16:00,876,Wednesday,22.8,10.0,clear-day
2024-02-14,16:00 - 17:00,1002,Wednesday,22.8,10.0,clear-day
2024-02-14,17:00 - 18:00,2317,Wednesday,22.8,10.0,clear-day
2024-02-14,18:00 - 19:00,3075,Wednesday,22.8,10.0,clear-day
2024-02-14,19:00 - 20:00,2772,Wednesday,22.8,10.0,clear-day
2024-02-14,20:00 - 21:00,2022,Wednesday,22.8,10.0,clear-day
2024-02-14,21:00 - 22:00,1660,Wednesday,22.8,10.0,clear-day
2024-02-14,22:00 - 23:00,353,Wednesday,22.8,10.0,clear-day
2024-02-15,06:00 - 07:00,396,Thursday,23.5,2.1,clear-day
2024-02-15,07:00 - 08:00,1351,Thursday,23.5,2.1,clear-day
2024-02-15,08:00 - 09:00,2259,Thursday,23.5,2.1,clear-day
2024-02-15,09:00 - 10:00,1900,Thursday,23.5,2.1,clear-day
2024-02-15,10:00 - 11:00,3343,Thursday,23.5,2.1,clear-day
2024-02-15,11:00 - 12:00,1244,Thursday,23.5,2.1,clear-day
2024-02-15,12:00 - 13:00,748,Thursday,23.5,2.1,clear-day
2024-02-15,13:00 - 14:00,976,Thursday,23.5,2.1,clear-day
2024-02-15,14:00 - 15:00,1152,Thursday,23.5,2.1,clear-day
2024-02-15,15:00 - 16:00,793,Thursday,23.5,2.1,clear-day
2024-02-15,16:00 - 17:00,908,Thursday,23.5,2.1,clear-day
2024-02-15,17:00 - 18:00,2099,Thursday,23.5,2.1,clear-day
2024-02-15,18:00 - 19:00,2785,Thursday,23.5,2.1,clear-day
2024-02-15,19:00 - 20:00,2511,Thursday,23.5,2.1,clear-day
2024-02-15,20:00 - 21:00,1831,Thursday,23.5,2.1,clear-day
2024-02-15,21:00 - 22:00,1503,Thursday,23.5,2.1,clear-day
2024-02-15,22:00 - 23:00,320,Thursday,23.5,2.1,clear-day
2024-02-16,06:00 - 07:00,513,Friday,25.0,1.3,clear-day
2024-02-16,07:00 - 08:00,1746,Friday,25.0,1.3,clear-day
2024-02-16,08:00 - 09:00,2920,Friday,25.0,1.3,clear-day
2024-02-16,09:00 - 10:00,2456,Friday,25.0,1.3,clear-day
2024-02-16,10:00 - 11:00,4321,Friday,25.0,1.3,clear-day
2024-02-16,11:00 - 12:00,1608,Friday,25.0,1.3,clear-day
2024-02-16,12:00 - 13:00,966,Friday,25.0,1.3,clear-day
2024-02-16,13:00 - 14:00,1262,Friday,25.0,1.3,clear-day
2024-02-16,14:00 - 15:00,1489,Friday,25.0,1.3,clear-day
2024-02-16,15:00 - 16:00,1026,Friday,25.0,1.3,clear-day
2024-02-16,16:00 - 17:00,1174,Friday,25.0,1.3,clear-day
2024-02-16,17:00 - 18:00,2713,Friday,25.0,1.3,clear-day
2024-02-16,18:00 - 19:00,3601,Friday,25.0,1.3,clear-day
2024-02-16,19:00 - 20:00,3246,Friday,25.0,1.3,clear-day
2024-02-16,20:00 - 21:00,2368,Friday,25.0,1.3,clear-day
2024-02-16,21:00 - 22:00,1943,Friday,25.0,1.3,clear-day
2024-02-16,22:00 - 23:00,414,Friday,25.0,1.3,clear-day
2024-02-17,06:00 - 07:00,575,Saturday,26.0,6.9,clear-day
2024-02-17,07:00 - 08:00,1960,Saturday,26.0,6.9,clear-day
2024-02-17,08:00 - 09:00,3278,Saturday,26.0,6.9,clear-day
2024-02-17,09:00 - 10:00,2758,Saturday,26.0,6.9,clear-day
2024-02-17,10:00 - 11:00,4851,Saturday,26.0,6.9,clear-day
2024-02-17,11:00 - 12:00,1805,Saturday,26.0,6.9,clear-day
2024-02-17,12:00 - 13:00,1085,Saturday,26.0,6.9,clear-day
2024-02-17,13:00 - 14:00,1417,Saturday,26.0,6.9,clear-day
2024-02-17,14:00 - 15:00,1672,Saturday,26.0,6.9,clear-day
2024-02-17,15:00 - 16:00,1151,Saturday,26.0,6.9,clear-day
2024-02-17,16:00 - 17:00,1318,Saturday,26.0,6.9,clear-day
2024-02-17,17:00 - 18:00,3046,Saturday,26.0,6.9,clear-day
2024-02-17,18:00 - 19:00,4043,Saturday,26.0,6.9,clear-day
2024-02-17,19:00 - 20:00,3644,Saturday,26.0,6.9,clear-day
2024-02-17,20:00 - 21:00,2658,Saturday,26.0,6.9,clear-day
2024-02-17,21:00 - 22:00,2182,Saturday,26.0,6.9,clear-day
2024-02-17,22:00 - 23:00,465,Saturday,26.0,6.9,clear-day
2024-02-18,06:00 - 07:00,392,Sunday,26.4,5.3,clear-day
2024-02-18,07:00 - 08:00,1336,Sunday,26.4,5.3,clear-day
2024-02-18,08:00 - 09:00,2234,Sunday,26.4,5.3,clear-day
2024-02-18,09:00 - 10:00,1879,Sunday,26.4,5.3,clear-day
2024-02-18,10:00 - 11:00,3306,Sunday,26.4,5.3,clear-day
2024-02-18,11:00 - 12:00,1230,Sunday,26.4,5.3,clear-day
2024-02-18,12:00 - 13:00,739,Sunday,26.4,5.3,clear-day
2024-02-18,13:00 - 14:00,966,Sunday,26.4,5.3,clear-day
2024-02-18,14:00 - 15:00,1139,Sunday,26.4,5.3,clear-day
2024-02-18,15:00 - 16:00,785,Sunday,26.4,5.3,clear-day
2024-02-18,16:00 - 17:00,898,Sunday,26.4,5.3,clear-day
2024-02-18,17:00 - 18:00,2076,Sunday,26.4,5.3,clear-day
2024-02-18,18:00 - 19:00,2755,Sunday,26.4,5.3,clear-day
2024-02-18,19:00 - 20:00,2483,Sunday,26.4,5.3,clear-day
2024-02-18,20:00 - 21:00,1811,Sunday,26.4,5.3,clear-day
2024-02-18,21:00 - 22:00,1487,Sunday,26.4,5.3,clear-day
2024-02-18,22:00 - 23:00,317,Sunday,26.4,5.3,clear-day
2024-02-19,06:00 - 07:00,447,Monday,26.1,18.6,clear-day
2024-02-19,07:00 - 08:00,1522,Monday,26.1,18.6,clear-day
2024-02-19,08:00 - 09:00,2546,Monday,26.1,18.6,clear-day
2024-02-19,09:00 - 10:00,2142,Monday,26.1,18.6,clear-day
2024-02-19,10:00 - 11:00,3768,Monday,26.1,18.6,clear-day
2024-02-19,11:00 - 12:00,1402,Monday,26.1,18.6,clear-day
2024-02-19,12:00 - 13:00,843,Monday,26.1,18.6,clear-day
2024-02-19,13:00 - 14:00,1101,Monday,26.1,18.6,clear-day
2024-02-19,14:00 - 15:00,1299,Monday,26.1,18.6,clear-day
2024-02-19,15:00 - 16:00,894,Monday,26.1,18.6,clear-day
2024-02-19,16:00 - 17:00,1023,Monday,26.1,18.6,clear-day
2024-02-19,17:00 - 18:00,2365,Monday,26.1,18.6,clear-day
2024-02-19,18:00 - 19:00,3140,Monday,26.1,18.6,clear-day
2024-02-19,19:00 - 20:00,2830,Monday,26.1,18.6,clear-day
2024-02-19,20:00 - 21:00,2064,Monday,26.1,18.6,clear-day
2024-02-19,21:00 - 22:00,1694,Monday,26.1,18.6,clear-day
2024-02-19,22:00 - 23:00,361,Monday,26.1,18.6,clear-day
2024-02-20,06:00 - 07:00,427,Tuesday,25.0,14.9,clear-day
2024-02-20,07:00 - 08:00,1456,Tuesday,25.0,14.9,clear-day
2024-02-20,08:00 - 09:00,2435,Tuesday,25.0,14.9,clear-day
2024-02-20,09:00 - 10:00,2049,Tuesday,25.0,14.9,clear-day
2024-02-20,10:00 - 11:00,3604,Tuesday,25.0,14.9,clear-day
2024-02-20,11:00 - 12:00,1341,Tuesday,25.0,14.9,clear-day
2024-02-20,12:00 - 13:00,806,Tuesday,25.0,14.9,clear-day
2024-02-20,13:00 - 14:00,1053,Tuesday,25.0,14.9,clear-day
2024-02-20,14:00 - 15:00,1242,Tuesday,25.0,14.9,clear-day
2024-02-20,15:00 - 16:00,855,Tuesday,25.0,14.9,clear-day
2024-02-20,16:00 - 17:00,979,Tuesday,25.0,14.9,clear-day
2024-02-20,17:00 - 18:00,2262,Tuesday,25.0,14.9,clear-day
2024-02-20,18:00 - 19:00,3003,Tuesday,25.0,14.9,clear-day
2024-02-20,19:00 - 20:00,2707,Tuesday,25.0,14.9,clear-day
2024-02-20,20:00 - 21:00,1974,Tuesday,25.0,14.9,clear-day
2024-02-20,21:00 - 22:00,1621,Tuesday,25.0,14.9,clear-day
2024-02-20,22:00 - 23:00,345,Tuesday,25.0,14.9,clear-day
2024-02-21,06:00 - 07:00,467,Wednesday,24.7,27.6,partly-cloudy-day
2024-02-21,07:00 - 08:00,1590,Wednesday,24.7,27.6,partly-cloudy-day
2024-02-21,08:00 - 09:00,2660,Wednesday,24.7,27.6,partly-cloudy-day
2024-02-21,09:00 - 10:00,2237,Wednesday,24.7,27.6,partly-cloudy-day
2024-02-21,10:00 - 11:00,3936,Wednesday,24.7,27.6,partly-cloudy-day
2024-02-21,11:00 - 12:00,1464,Wednesday,24.7,27.6,partly-cloudy-day
2024-02-21,12:00 - 13:00,880,Wednesday,24.7,27.6,partly-cloudy-day
2024-02-21,13:00 - 14:00,1150,Wednesday,24.7,27.6,partly-cloudy-day
2024-02-21,14:00 - 15:00,1357,Wednesday,24.7,27.6,partly-cloudy-day
2024-02-21,15:00 - 16:00,934,Wednesday,24.7,27.6,partly-cloudy-day
2024-02-21,16:00 - 17:00,1069,Wednesday,24.7,27.6,partly-cloudy-day
2024-02-21,17:00 - 18:00,2471,Wednesday,24.7,27.6,partly-cloudy-day
2024-02-21,18:00 - 19:00,3280,Wednesday,24.7,27.6,partly-cloudy-day
2024-02-21,19:00 - 20:00,2956,Wednesday,24.7,27.6,partly-cloudy-day
2024-02-21,20:00 - 21:00,2156,Wednesday,24.7,27.6,partly-cloudy-day
2024-02-21,21:00 - 22:00,1770,Wednesday,24.7,27.6,partly-cloudy-day
2024-02-21,22:00 - 23:00,377,Wednesday,24.7,27.6,partly-cloudy-day
2024-02-22,06:00 - 07:00,464,Thursday,24.0,10.5,clear-day
2024-02-22,07:00 - 08:00,1581,Thursday,24.0,10.5,clear-day
2024-02-22,08:00 - 09:00,2645,Thursday,24.0,10.5,clear-day
2024-02-22,09:00 - 10:00,2225,Thursday,24.0,10.5,clear-day
2024-02-22,10:00 - 11:00,3914,Thursday,24.0,10.5,clear-day
2024-02-22,11:00 - 12:00,1456,Thursday,24.0,10.5,clear-day
2024-02-22,12:00 - 13:00,875,Thursday,24.0,10.5,clear-day
2024-02-22,13:00 - 14:00,1143,Thursday,24.0,10.5,clear-day
2024-02-22,14:00 - 15:00,1349,Thursday,24.0,10.5,clear-day
2024-02-22,15:00 - 16:00,929,Thursday,24.0,10.5,clear-day
2024-02-22,16:00 - 17:00,1063,Thursday,24.0,10.5,clear-day
2024-02-22,17:00 - 18:00,2457,Thursday,24.0,10.5,clear-day
2024-02-22,18:00 - 19:00,3262,Thursday,24.0,10.5,clear-day
2024-02-22,19:00 - 20:00,2940,Thursday,24.0,10.5,clear-day
2024-02-22,20:00 - 21:00,2144,Thursday,24.0,10.5,clear-day
2024-02-22,21:00 - 22:00,1760,Thursday,24.0,10.5,clear-day
2024-02-22,22:00 - 23:00,375,Thursday,24.0,10.5,clear-day
2024-02-23,06:00 - 07:00,581,Friday,22.6,0.0,clear-day
2024-02-23,07:00 - 08:00,1979,Friday,22.6,0.0,clear-day
2024-02-23,08:00 - 09:00,3310,Friday,22.6,0.0,clear-day
2024-02-23,09:00 - 10:00,2785,Friday,22.6,0.0,clear-day
2024-02-23,10:00 - 11:00,4898,Friday,22.6,0.0,clear-day
2024-02-23,11:00 - 12:00,1823,Friday,22.6,0.0,clear-day
2024-02-23,12:00 - 13:00,1096,Friday,22.6,0.0,clear-day
2024-02-23,13:00 - 14:00,1431,Friday,22.6,0.0,clear-day
2024-02-23,14:00 - 15:00,1688,Friday,22.6,0.0,clear-day
2024-02-23,15:00 - 16:00,1163,Friday,22.6,0.0,clear-day
2024-02-23,16:00 - 17:00,1331,Friday,22.6,0.0,clear-day
2024-02-23,17:00 - 18:00,3075,Friday,22.6,0.0,clear-day
2024-02-23,18:00 - 19:00,4082,Friday,22.6,0.0,clear-day
2024-02-23,19:00 - 20:00,3679,Friday,22.6,0.0,clear-day
2024-02-23,20:00 - 21:00,2684,Friday,22.6,0.0,clear-day
2024-02-23,21:00 - 22:00,2203,Friday,22.6,0.0,clear-day
2024-02-23,22:00 - 23:00,469,Friday,22.6,0.0,clear-day
2024-02-24,06:00 - 07:00,524,Saturday,22.0,0.0,clear-day
2024-02-24,07:00 - 08:00,1784,Saturday,22.0,0.0,clear-day
2024-02-24,08:00 - 09:00,2984,Saturday,22.0,0.0,clear-day
2024-02-24,09:00 - 10:00,2510,Saturday,22.0,0.0,clear-day
2024-02-24,10:00 - 11:00,4415,Saturday,22.0,0.0,clear-day
2024-02-24,11:00 - 12:00,1643,Saturday,22.0,0.0,clear-day
2024-02-24,12:00 - 13:00,987,Saturday,22.0,0.0,clear-day
2024-02-24,13:00 - 14:00,1290,Saturday,22.0,0.0,clear-day
2024-02-24,14:00 - 15:00,1522,Saturday,22.0,0.0,clear-day
2024-02-24,15:00 - 16:00,1048,Saturday,22.0,0.0,clear-day
2024-02-24,16:00 - 17:00,1199,Saturday,22.0,0.0,clear-day
2024-02-24,17:00 - 18:00,2772,Saturday,22.0,0.0,clear-day
2024-02-24,18:00 - 19:00,3679,Saturday,22.0,0.0,clear-day
2024-02-24,19:00 - 20:00,3316,Saturday,22.0,0.0,clear-day
2024-02-24,20:00 - 21:00,2419,Saturday,22.0,0.0,clear-day
2024-02-24,21:00 - 22:00,1986,Saturday,22.0,0.0,clear-day
2024-02-24,22:00 - 23:00,423,Saturday,22.0,0.0,clear-day
2024-02-25,06:00 - 07:00,454,Sunday,22.4,12.9,clear-day
2024-02-25,07:00 - 08:00,1547,Sunday,22.4,12.9,clear-day
2024-02-25,08:00 - 09:00,2588,Sunday,22.4,12.9,clear-day
2024-02-25,09:00 - 10:00,2177,Sunday,22.4,12.9,clear-day
2024-02-25,10:00 - 11:00,3829,Sunday,22.4,12.9,clear-day
2024-02-25,11:00 - 12:00,1425,Sunday,22.4,12.9,clear-day
2024-02-25,12:00 - 13:00,856,Sunday,22.4,12.9,clear-day
2024-02-25,13:00 - 14:00,1119,Sunday,22.4,12.9,clear-day
2024-02-25,14:00 - 15:00,1320,Sunday,22.4,12.9,clear-day
2024-02-25,15:00 - 16:00,909,Sunday,22.4,12.9,clear-day
2024-02-25,16:00 - 17:00,1040,Sunday,22.4,12.9,clear-day
2024-02-25,17:00 - 18:00,2404,Sunday,22.4,12.9,clear-day
2024-02-25,18:00 - 19:00,3191,Sunday,22.4,12.9,clear-day
2024-02-25,19:00 - 20:00,2876,Sunday,22.4,12.9,clear-day
2024-02-25,20:00 - 21:00,2098,Sunday,22.4,12.9,clear-day
2024-02-25,21:00 - 22:00,1722,Sunday,22.4,12.9,clear-day
2024-02-25,22:00 - 23:00,367,Sunday,22.4,12.9,clear-day
2024-02-26,06:00 - 07:00,362,Monday,23.7,30.8,partly-cloudy-day
2024-02-26,07:00 - 08:00,1234,Monday,23.7,30.8,partly-cloudy-day
2024-02-26,08:00 - 09:00,2064,Monday,23.7,30.8,partly-cloudy-day
2024-02-26,09:00 - 10:00,1736,Monday,23.7,30.8,partly-cloudy-day
2024-02-26,10:00 - 11:00,3054,Monday,23.7,30.8,partly-cloudy-day
2024-02-26,11:00 - 12:00,1136,Monday,23.7,30.8,partly-cloudy-day
2024-02-26,12:00 - 13:00,683,Monday,23.7,30.8,partly-cloudy-day
2024-02-26,13:00 - 14:00,892,Monday,23.7,30.8,partly-cloudy-day
2024-02-26,14:00 - 15:00,1053,Monday,23.7,30.8,partly-cloudy-day
2024-02-26,15:00 - 16:00,725,Monday,23.7,30.8,partly-cloudy-day
2024-02-26,16:00 - 17:00,829,Monday,23.7,30.8,partly-cloudy-day
2024-02-26,17:00 - 18:00,1917,Monday,23.7,30.8,partly-cloudy-day
2024-02-26,18:00 - 19:00,2545,Monday,23.7,30.8,partly-cloudy-day
2024-02-26,19:00 - 20:00,2294,Monday,23.7,30.8,partly-cloudy-day
2024-02-26,20:00 - 21:00,1673,Monday,23.7,30.8,partly-cloudy-day
2024-02-26,21:00 - 22:00,1373,Monday,23.7,30.8,partly-cloudy-day
2024-02-26,22:00 - 23:00,292,Monday,23.7,30.8,partly-cloudy-day
2024-02-27,06:00 - 07:00,551,Tuesday,25.4,43.0,partly-cloudy-day
2024-02-27,07:00 - 08:00,1876,Tuesday,25.4,43.0,partly-cloudy-day
2024-02-27,08:00 - 09:00,3138,Tuesday,25.4,43.0,partly-cloudy-day
2024-02-27,09:00 - 10:00,2639,Tuesday,25.4,43.0,partly-cloudy-day
2024-02-27,10:00 - 11:00,4643,Tuesday,25.4,43.0,partly-cloudy-day
2024-02-27,11:00 - 12:00,1728,Tuesday,25.4,43.0,partly-cloudy-day
2024-02-27,12:00 - 13:00,1038,Tuesday,25.4,43.0,partly-cloudy-day
2024-02-27,13:00 - 14:00,1356,Tuesday,25.4,43.0,partly-cloudy-day
2024-02-27,14:00 - 15:00,1600,Tuesday,25.4,43.0,partly-cloudy-day
2024-02-27,15:00 - 16:00,1102,Tuesday,25.4,43.0,partly-cloudy-day
2024-02-27,16:00 - 17:00,1261,Tuesday,25.4,43.0,partly-cloudy-day
2024-02-27,17:00 - 18:00,2915,Tuesday,25.4,43.0,partly-cloudy-day
2024-02-27,18:00 - 19:00,3869,Tuesday,25.4,43.0,partly-cloudy-day
2024-02-27,19:00 - 20:00,3487,Tuesday,25.4,43.0,partly-cloudy-day
2024-02-27,20:00 - 21:00,2544,Tuesday,25.4,43.0,partly-cloudy-day
2024-02-27,21:00 - 22:00,2088,Tuesday,25.4,43.0,partly-cloudy-day
2024-02-27,22:00 - 23:00,445,Tuesday,25.4,43.0,partly-cloudy-day
2024-02-28,06:00 - 07:00,532,Wednesday,25.6,13.0,clear-day
2024-02-28,07:00 - 08:00,1811,Wednesday,25.6,13.0,clear-day
2024-02-28,08:00 - 09:00,3029,Wednesday,25.6,13.0,clear-day
2024-02-28,09:00 - 10:00,2548,Wednesday,25.6,13.0,clear-day
2024-02-28,10:00 - 11:00,4482,Wednesday,25.6,13.0,clear-day
2024-02-28,11:00 - 12:00,1668,Wednesday,25.6,13.0,clear-day
2024-02-28,12:00 - 13:00,1002,Wednesday,25.6,13.0,clear-day
2024-02-28,13:00 - 14:00,1310,Wednesday,25.6,13.0,clear-day
2024-02-28,14:00 - 15:00,1545,Wednesday,25.6,13.0,clear-day
2024-02-28,15:00 - 16:00,1064,Wednesday,25.6,13.0,clear-day
2024-02-28,16:00 - 17:00,1217,Wednesday,25.6,13.0,clear-day
2024-02-28,17:00 - 18:00,2814,Wednesday,25.6,13.0,clear-day
2024-02-28,18:00 - 19:00,3735,Wednesday,25.6,13.0,clear-day
2024-02-28,19:00 - 20:00,3367,Wednesday,25.6,13.0,clear-day
2024-02-28,20:00 - 21:00,2456,Wednesday,25.6,13.0,clear-day
2024-02-28,21:00 - 22:00,2016,Wednesday,25.6,13.0,clear-day
2024-02-28,22:00 - 23:00,429,Wednesday,25.6,13.0,clear-day
2024-02-29,06:00 - 07:00,432,Thursday,27.2,2.9,clear-day
2024-02-29,07:00 - 08:00,1471,Thursday,27.2,2.9,clear-day
2024-02-29,08:00 - 09:00,2460,Thursday,27.2,2.9,clear-day
2024-02-29,09:00 - 10:00,2069,Thursday,27.2,2.9,clear-day
2024-02-29,10:00 - 11:00,3640,Thursday,27.2,2.9,clear-day
2024-02-29,11:00 - 12:00,1354,Thursday,27.2,2.9,clear-day
2024-02-29,12:00 - 13:00,814,Thursday,27.2,2.9,clear-day
2024-02-29,13:00 - 14:00,1064,Thursday,27.2,2.9,clear-day
2024-02-29,14:00 - 15:00,1255,Thursday,27.2,2.9,clear-day
2024-02-29,15:00 - 16:00,864,Thursday,27.2,2.9,clear-day
2024-02-29,16:00 - 17:00,989,Thursday,27.2,2.9,clear-day
2024-02-29,17:00 - 18:00,2285,Thursday,27.2,2.9,clear-day
2024-02-29,18:00 - 19:00,3034,Thursday,27.2,2.9,clear-day
2024-02-29,19:00 - 20:00,2734,Thursday,27.2,2.9,clear-day
2024-02-29,20:00 - 21:00,1995,Thursday,27.2,2.9,clear-day
2024-02-29,21:00 - 22:00,1637,Thursday,27.2,2.9,clear-day
2024-02-29,22:00 - 23:00,349,Thursday,27.2,2.9,clear-day
2024-03-01,06:00 - 07:00,486,Friday,28.5,48.3,partly-cloudy-day
2024-03-01,07:00 - 08:00,1657,Friday,28.5,48.3,partly-cloudy-day
2024-03-01,08:00 - 09:00,2771,Friday,28.5,48.3,partly-cloudy-day
2024-03-01,09:00 - 10:00,2331,Friday,28.5,48.3,partly-cloudy-day
2024-03-01,10:00 - 11:00,4100,Friday,28.5,48.3,partly-cloudy-day
2024-03-01,11:00 - 12:00,1526,Friday,28.5,48.3,partly-cloudy-day
2024-03-01,12:00 - 13:00,917,Friday,28.5,48.3,partly-cloudy-day
2024-03-01,13:00 - 14:00,1198,Friday,28.5,48.3,partly-cloudy-day
2024-03-01,14:00 - 15:00,1413,Friday,28.5,48.3,partly-cloudy-day
2024-03-01,15:00 - 16:00,973,Friday,28.5,48.3,partly-cloudy-day
2024-03-01,16:00 - 17:00,1114,Friday,28.5,48.3,partly-cloudy-day
2024-03-01,17:00 - 18:00,2574,Friday,28.5,48.3,partly-cloudy-day
2024-03-01,18:00 - 19:00,3417,Friday,28.5,48.3,partly-cloudy-day
2024-03-01,19:00 - 20:00,3080,Friday,28.5,48.3,partly-cloudy-day
2024-03-01,20:00 - 21:00,2247,Friday,28.5,48.3,partly-cloudy-day
2024-03-01,21:00 - 22:00,1844,Friday,28.5,48.3,partly-cloudy-day
2024-03-01,22:00 - 23:00,393,Friday,28.5,48.3,partly-cloudy-day
2024-03-02,06:00 - 07:00,314,Saturday,25.3,68.2,rain
2024-03-02,07:00 - 08:00,1071,Saturday,25.3,68.2,rain
2024-03-02,08:00 - 09:00,1791,Saturday,25.3,68.2,rain
2024-03-02,09:00 - 10:00,1507,Saturday,25.3,68.2,rain
2024-03-02,10:00 - 11:00,2650,Saturday,25.3,68.2,rain
2024-03-02,11:00 - 12:00,986,Saturday,25.3,68.2,rain
2024-03-02,12:00 - 13:00,593,Saturday,25.3,68.2,rain
2024-03-02,13:00 - 14:00,774,Saturday,25.3,68.2,rain
2024-03-02,14:00 - 15:00,913,Saturday,25.3,68.2,rain
2024-03-02,15:00 - 16:00,629,Saturday,25.3,68.2,rain
2024-03-02,16:00 - 17:00,720,Saturday,25.3,68.2,rain
2024-03-02,17:00 - 18:00,1664,Saturday,25.3,68.2,rain
2024-03-02,18:00 - 19:00,2209,Saturday,25.3,68.2,rain
2024-03-02,19:00 - 20:00,1991,Saturday,25.3,68.2,rain
2024-03-02,20:00 - 21:00,1452,Saturday,25.3,68.2,rain
2024-03-02,21:00 - 22:00,1192,Saturday,25.3,68.2,rain
2024-03-02,22:00 - 23:00,254,Saturday,25.3,68.2,rain
2024-03-03,06:00 - 07:00,402,Sunday,19.9,24.4,partly-cloudy-day
2024-03-03,07:00 - 08:00,1370,Sunday,19.9,24.4,partly-cloudy-day
2024-03-03,08:00 - 09:00,2291,Sunday,19.9,24.4,partly-cloudy-day
2024-03-03,09:00 - 10:00,1927,Sunday,19.9,24.4,partly-cloudy-day
2024-03-03,10:00 - 11:00,3391,Sunday,19.9,24.4,partly-cloudy-day
2024-03-03,11:00 - 12:00,1262,Sunday,19.9,24.4,partly-cloudy-day
2024-03-03,12:00 - 13:00,758,Sunday,19.9,24.4,partly-cloudy-day
2024-03-03,13:00 - 14:00,991,Sunday,19.9,24.4,partly-cloudy-day
2024-03-03,14:00 - 15:00,1169,Sunday,19.9,24.4,partly-cloudy-day
2024-03-03,15:00 - 16:00,805,Sunday,19.9,24.4,partly-cloudy-day
2024-03-03,16:00 - 17:00,921,Sunday,19.9,24.4,partly-cloudy-day
2024-03-03,17:00 - 18:00,2129,Sunday,19.9,24.4,partly-cloudy-day
2024-03-03,18:00 - 19:00,2825,Sunday,19.9,24.4,partly-cloudy-day
2024-03-03,19:00 - 20:00,2547,Sunday,19.9,24.4,partly-cloudy-day
2024-03-03,20:00 - 21:00,1858,Sunday,19.9,24.4,partly-cloudy-day
2024-03-03,21:00 - 22:00,1525,Sunday,19.9,24.4,partly-cloudy-day
2024-03-03,22:00 - 23:00,325,Sunday,19.9,24.4,partly-cloudy-day
2024-03-04,06:00 - 07:00,471,Monday,20.5,15.7,clear-day
2024-03-04,07:00 - 08:00,1606,Monday,20.5,15.7,clear-day
2024-03-04,08:00 - 09:00,2686,Monday,20.5,15.7,clear-day
2024-03-04,09:00 - 10:00,2260,Monday,20.5,15.7,clear-day
2024-03-04,10:00 - 11:00,3975,Monday,20.5,15.7,clear-day
2024-03-04,11:00 - 12:00,1479,Monday,20.5,15.7,clear-day
2024-03-04,12:00 - 13:00,889,Monday,20.5,15.7,clear-day
2024-03-04,13:00 - 14:00,1161,Monday,20.5,15.7,clear-day
2024-03-04,14:00 - 15:00,1370,Monday,20.5,15.7,clear-day
2024-03-04,15:00 - 16:00,943,Monday,20.5,15.7,clear-day
2024-03-04,16:00 - 17:00,1080,Monday,20.5,15.7,clear-day
2024-03-04,17:00 - 18:00,2496,Monday,20.5,15.7,clear-day
2024-03-04,18:00 - 19:00,3313,Monday,20.5,15.7,clear-day
2024-03-04,19:00 - 20:00,2986,Monday,20.5,15.7,clear-day
2024-03-04,20:00 - 21:00,2178,Monday,20.5,15.7,clear-day
2024-03-04,21:00 - 22:00,1788,Monday,20.5,15.7,clear-day
2024-03-04,22:00 - 23:00,381,Monday,20.5,15.7,clear-day
2024-03-05,06:00 - 07:00,408,Tuesday,21.9,0.0,clear-day
2024-03-05,07:00 - 08:00,1390,Tuesday,21.9,0.0,clear-day
2024-03-05,08:00 - 09:00,2325,Tuesday,21.9,0.0,clear-day
2024-03-05,09:00 - 10:00,1956,Tuesday,21.9,0.0,clear-day
2024-03-05,10:00 - 11:00,3441,Tuesday,21.9,0.0,clear-day
2024-03-05,11:00 - 12:00,1280,Tuesday,21.9,0.0,clear-day
2024-03-05,12:00 - 13:00,770,Tuesday,21.9,0.0,clear-day
2024-03-05,13:00 - 14:00,1005,Tuesday,21.9,0.0,clear-day
2024-03-05,14:00 - 15:00,1186,Tuesday,21.9,0.0,clear-day
2024-03-05,15:00 - 16:00,817,Tuesday,21.9,0.0,clear-day
2024-03-05,16:00 - 17:00,935,Tuesday,21.9,0.0,clear-day
2024-03-05,17:00 - 18:00,2160,Tuesday,21.9,0.0,clear-day
2024-03-05,18:00 - 19:00,2867,Tuesday,21.9,0.0,clear-day
2024-03-05,19:00 - 20:00,2585,Tuesday,21.9,0.0,clear-day
2024-03-05,20:00 - 21:00,1885,Tuesday,21.9,0.0,clear-day
2024-03-05,21:00 - 22:00,1547,Tuesday,21.9,0.0,clear-day
2024-03-05,22:00 - 23:00,330,Tuesday,21.9,0.0,clear-day
2024-03-06,06:00 - 07:00,430,Wednesday,23.4,4.5,clear-day
2024-03-06,07:00 - 08:00,1466,Wednesday,23.4,4.5,clear-day
2024-03-06,08:00 - 09:00,2453,Wednesday,23.4,4.5,clear-day
2024-03-06,09:00 - 10:00,2063,Wednesday,23.4,4.5,clear-day
2024-03-06,10:00 - 11:00,3629,Wednesday,23.4,4.5,clear-day
2024-03-06,11:00 - 12:00,1350,Wednesday,23.4,4.5,clear-day
