Date,Time Slot,Estimated Hourly Footfall,Day of Week,Temperature,Cloud Cover,Icon
2024-04-02,11:00 - 12:00,1582,Tuesday,30.2,60.6,partly-cloudy-day
2024-04-02,12:00 - 13:00,951,Tuesday,30.2,60.6,partly-cloudy-day
2024-04-02,13:00 - 14:00,1242,Tuesday,30.2,60.6,partly-cloudy-day
2024-04-02,14:00 - 15:00,1465,Tuesday,30.2,60.6,partly-cloudy-day
2024-04-02,15:00 - 16:00,1009,Tuesday,30.2,60.6,partly-cloudy-day
2024-04-02,16:00 - 17:00,1155,Tuesday,30.2,60.6,partly-cloudy-day
2024-04-02,17:00 - 18:00,2669,Tuesday,30.2,60.6,partly-cloudy-day
2024-04-02,18:00 - 19:00,3543,Tuesday,30.2,60.6,partly-cloudy-day
2024-04-02,19:00 - 20:00,3193,Tuesday,30.2,60.6,partly-cloudy-day
2024-04-02,20:00 - 21:00,2329,Tuesday,30.2,60.6,partly-cloudy-day
2024-04-02,21:00 - 22:00,1912,Tuesday,30.2,60.6,partly-cloudy-day
2024-04-02,22:00 - 23:00,407,Tuesday,30.2,60.6,partly-cloudy-day
2024-04-03,06:00 - 07:00,502,Wednesday,30.2,29.1,partly-cloudy-day
2024-04-03,07:00 - 08:00,1710,Wednesday,30.2,29.1,partly-cloudy-day
2024-04-03,08:00 - 09:00,2860,Wednesday,30.2,29.1,partly-cloudy-day
2024-04-03,09:00 - 10:00,2406,Wednesday,30.2,29.1,partly-cloudy-day
2024-04-03,10:00 - 11:00,4232,Wednesday,30.2,29.1,partly-cloudy-day
2024-04-03,11:00 - 12:00,1575,Wednesday,30.2,29.1,partly-cloudy-day
2024-04-03,12:00 - 13:00,946,Wednesday,30.2,29.1,partly-cloudy-day
2024-04-03,13:00 - 14:00,1236,Wednesday,30.2,29.1,partly-cloudy-day
2024-04-03,14:00 - 15:00,1459,Wednesday,30.2,29.1,partly-cloudy-day
2024-04-03,15:00 - 16:00,1004,Wednesday,30.2,29.1,partly-cloudy-day
2024-04-03,16:00 - 17:00,1149,Wednesday,30.2,29.1,partly-cloudy-day
2024-04-03,17:00 - 18:00,2657,Wednesday,30.2,29.1,partly-cloudy-day
2024-04-03,18:00 - 19:00,3527,Wednesday,30.2,29.1,partly-cloudy-day
2024-04-03,19:00 - 20:00,3179,Wednesday,30.2,29.1,partly-cloudy-day
2024-04-03,20:00 - 21:00,2319,Wednesday,30.2,29.1,partly-cloudy-day
2024-04-03,21:00 - 22:00,1903,Wednesday,30.2,29.1,partly-cloudy-day
2024-04-03,22:00 - 23:00,405,Wednesday,30.2,29.1,partly-cloudy-day
2024-04-04,06:00 - 07:00,522,Thursday,29.9,41.4,partly-cloudy-day
2024-04-04,07:00 - 08:00,1778,Thursday,29.9,41.4,partly-cloudy-day
2024-04-04,08:00 - 09:00,2973,Thursday,29.9,41.4,partly-cloudy-day
2024-04-04,09:00 - 10:00,2501,Thursday,29.9,41.4,partly-cloudy-day
2024-04-04,10:00 - 11:00,4400,Thursday,29.9,41.4,partly-cloudy-day
2024-04-04,11:00 - 12:00,1637,Thursday,29.9,41.4,partly-cloudy-day
2024-04-04,12:00 - 13:00,984,Thursday,29.9,41.4,partly-cloudy-day
2024-04-04,13:00 - 14:00,1285,Thursday,29.9,41.4,partly-cloudy-day
2024-04-04,14:00 - 15:00,1516,Thursday,29.9,41.4,partly-cloudy-day
2024-04-04,15:00 - 16:00,1044,Thursday,29.9,41.4,partly-cloudy-day
2024-04-04,16:00 - 17:00,1195,Thursday,29.9,41.4,partly-cloudy-day
2024-04-04,17:00 - 18:00,2762,Thursday,29.9,41.4,partly-cloudy-day
2024-04-04,18:00 - 19:00,3666,Thursday,29.9,41.4,partly-cloudy-day
2024-04-04,19:00 - 20:00,3305,Thursday,29.9,41.4,partly-cloudy-day
2024-04-04,20:00 - 21:00,2411,Thursday,29.9,41.4,partly-cloudy-day
2024-04-04,21:00 - 22:00,1979,Thursday,29.9,41.4,partly-cloudy-day
2024-04-04,22:00 - 23:00,421,Thursday,29.9,41.4,partly-cloudy-day
2024-04-05,06:00 - 07:00,378,Friday,30.3,39.8,partly-cloudy-day
2024-04-05,07:00 - 08:00,1288,Friday,30.3,39.8,partly-cloudy-day
2024-04-05,08:00 - 09:00,2154,Friday,30.3,39.8,partly-cloudy-day
2024-04-05,09:00 - 10:00,1812,Friday,30.3,39.8,partly-cloudy-day
2024-04-05,10:00 - 11:00,3188,Friday,30.3,39.8,partly-cloudy-day
2024-04-05,11:00 - 12:00,1186,Friday,30.3,39.8,partly-cloudy-day
2024-04-05,12:00 - 13:00,713,Friday,30.3,39.8,partly-cloudy-day
2024-04-05,13:00 - 14:00,931,Friday,30.3,39.8,partly-cloudy-day
2024-04-05,14:00 - 15:00,1099,Friday,30.3,39.8,partly-cloudy-day
2024-04-05,15:00 - 16:00,757,Friday,30.3,39.8,partly-cloudy-day
2024-04-05,16:00 - 17:00,866,Friday,30.3,39.8,partly-cloudy-day
2024-04-05,17:00 - 18:00,2001,Friday,30.3,39.8,partly-cloudy-day
2024-04-05,18:00 - 19:00,2657,Friday,30.3,39.8,partly-cloudy-day
2024-04-05,19:00 - 20:00,2395,Friday,30.3,39.8,partly-cloudy-day
2024-04-05,20:00 - 21:00,1747,Friday,30.3,39.8,partly-cloudy-day
2024-04-05,21:00 - 22:00,1434,Friday,30.3,39.8,partly-cloudy-day
2024-04-05,22:00 - 23:00,305,Friday,30.3,39.8,partly-cloudy-day
2024-04-06,06:00 - 07:00,553,Saturday,30.9,33.8,partly-cloudy-day
2024-04-06,07:00 - 08:00,1884,Saturday,30.9,33.8,partly-cloudy-day
2024-04-06,08:00 - 09:00,3150,Saturday,30.9,33.8,partly-cloudy-day
2024-04-06,09:00 - 10:00,2650,Saturday,30.9,33.8,partly-cloudy-day
2024-04-06,10:00 - 11:00,4662,Saturday,30.9,33.8,partly-cloudy-day
2024-04-06,11:00 - 12:00,1735,Saturday,30.9,33.8,partly-cloudy-day
2024-04-06,12:00 - 13:00,1043,Saturday,30.9,33.8,partly-cloudy-day
2024-04-06,13:00 - 14:00,1362,Saturday,30.9,33.8,partly-cloudy-day
2024-04-06,14:00 - 15:00,1607,Saturday,30.9,33.8,partly-cloudy-day
2024-04-06,15:00 - 16:00,1107,Saturday,30.9,33.8,partly-cloudy-day
2024-04-06,16:00 - 17:00,1266,Saturday,30.9,33.8,partly-cloudy-day
2024-04-06,17:00 - 18:00,2927,Saturday,30.9,33.8,partly-cloudy-day
2024-04-06,18:00 - 19:00,3885,Saturday,30.9,33.8,partly-cloudy-day
2024-04-06,19:00 - 20:00,3502,Saturday,30.9,33.8,partly-cloudy-day
2024-04-06,20:00 - 21:00,2554,Saturday,30.9,33.8,partly-cloudy-day
2024-04-06,21:00 - 22:00,2097,Saturday,30.9,33.8,partly-cloudy-day
2024-04-06,22:00 - 23:00,447,Saturday,30.9,33.8,partly-cloudy-day
2024-04-07,06:00 - 07:00,454,Sunday,30.6,0.3,clear-day
2024-04-07,07:00 - 08:00,1546,Sunday,30.6,0.3,clear-day
2024-04-07,08:00 - 09:00,2585,Sunday,30.6,0.3,clear-day
2024-04-07,09:00 - 10:00,2175,Sunday,30.6,0.3,clear-day
2024-04-07,10:00 - 11:00,3826,Sunday,30.6,0.3,clear-day
2024-04-07,11:00 - 12:00,1423,Sunday,30.6,0.3,clear-day
2024-04-07,12:00 - 13:00,856,Sunday,30.6,0.3,clear-day
2024-04-07,13:00 - 14:00,1118,Sunday,30.6,0.3,clear-day
2024-04-07,14:00 - 15:00,1319,Sunday,30.6,0.3,clear-day
2024-04-07,15:00 - 16:00,908,Sunday,30.6,0.3,clear-day
2024-04-07,16:00 - 17:00,1039,Sunday,30.6,0.3,clear-day
2024-04-07,17:00 - 18:00,2402,Sunday,30.6,0.3,clear-day
2024-04-07,18:00 - 19:00,3188,Sunday,30.6,0.3,clear-day
2024-04-07,19:00 - 20:00,2873,Sunday,30.6,0.3,clear-day
2024-04-07,20:00 - 21:00,2096,Sunday,30.6,0.3,clear-day
2024-04-07,21:00 - 22:00,1720,Sunday,30.6,0.3,clear-day
2024-04-07,22:00 - 23:00,366,Sunday,30.6,0.3,clear-day
2024-04-08,06:00 - 07:00,540,Monday,31.9,0.0,clear-day
2024-04-08,07:00 - 08:00,1840,Monday,31.9,0.0,clear-day
2024-04-08,08:00 - 09:00,3077,Monday,31.9,0.0,clear-day
2024-04-08,09:00 - 10:00,2588,Monday,31.9,0.0,clear-day
2024-04-08,10:00 - 11:00,4553,Monday,31.9,0.0,clear-day
2024-04-08,11:00 - 12:00,1694,Monday,31.9,0.0,clear-day
2024-04-08,12:00 - 13:00,1018,Monday,31.9,0.0,clear-day
2024-04-08,13:00 - 14:00,1330,Monday,31.9,0.0,clear-day
2024-04-08,14:00 - 15:00,1569,Monday,31.9,0.0,clear-day
2024-04-08,15:00 - 16:00,1081,Monday,31.9,0.0,clear-day
2024-04-08,16:00 - 17:00,1237,Monday,31.9,0.0,clear-day
2024-04-08,17:00 - 18:00,2858,Monday,31.9,0.0,clear-day
2024-04-08,18:00 - 19:00,3794,Monday,31.9,0.0,clear-day
2024-04-08,19:00 - 20:00,3420,Monday,31.9,0.0,clear-day
2024-04-08,20:00 - 21:00,2494,Monday,31.9,0.0,clear-day
2024-04-08,21:00 - 22:00,2047,Monday,31.9,0.0,clear-day
2024-04-08,22:00 - 23:00,436,Monday,31.9,0.0,clear-day
2024-04-09,06:00 - 07:00,550,Tuesday,32.2,1.3,clear-day
2024-04-09,07:00 - 08:00,1875,Tuesday,32.2,1.3,clear-day
2024-04-09,08:00 - 09:00,3135,Tuesday,32.2,1.3,clear-day
2024-04-09,09:00 - 10:00,2638,Tuesday,32.2,1.3,clear-day
2024-04-09,10:00 - 11:00,4640,Tuesday,32.2,1.3,clear-day
2024-04-09,11:00 - 12:00,1726,Tuesday,32.2,1.3,clear-day
2024-04-09,12:00 - 13:00,1038,Tuesday,32.2,1.3,clear-day
2024-04-09,13:00 - 14:00,1356,Tuesday,32.2,1.3,clear-day
2024-04-09,14:00 - 15:00,1599,Tuesday,32.2,1.3,clear-day
2024-04-09,15:00 - 16:00,1101,Tuesday,32.2,1.3,clear-day
2024-04-09,16:00 - 17:00,1260,Tuesday,32.2,1.3,clear-day
2024-04-09,17:00 - 18:00,2913,Tuesday,32.2,1.3,clear-day
2024-04-09,18:00 - 19:00,3866,Tuesday,32.2,1.3,clear-day
2024-04-09,19:00 - 20:00,3485,Tuesday,32.2,1.3,clear-day
2024-04-09,20:00 - 21:00,2542,Tuesday,32.2,1.3,clear-day
2024-04-09,21:00 - 22:00,2087,Tuesday,32.2,1.3,clear-day
2024-04-09,22:00 - 23:00,444,Tuesday,32.2,1.3,clear-day
2024-04-10,06:00 - 07:00,424,Wednesday,33.0,36.0,partly-cloudy-day
2024-04-10,07:00 - 08:00,1446,Wednesday,33.0,36.0,partly-cloudy-day
2024-04-10,08:00 - 09:00,2418,Wednesday,33.0,36.0,partly-cloudy-day
2024-04-10,09:00 - 10:00,2034,Wednesday,33.0,36.0,partly-cloudy-day
2024-04-10,10:00 - 11:00,3579,Wednesday,33.0,36.0,partly-cloudy-day
2024-04-10,11:00 - 12:00,1332,Wednesday,33.0,36.0,partly-cloudy-day
2024-04-10,12:00 - 13:00,800,Wednesday,33.0,36.0,partly-cloudy-day
2024-04-10,13:00 - 14:00,1046,Wednesday,33.0,36.0,partly-cloudy-day
2024-04-10,14:00 - 15:00,1233,Wednesday,33.0,36.0,partly-cloudy-day
2024-04-10,15:00 - 16:00,849,Wednesday,33.0,36.0,partly-cloudy-day
2024-04-10,16:00 - 17:00,972,Wednesday,33.0,36.0,partly-cloudy-day
2024-04-10,17:00 - 18:00,2247,Wednesday,33.0,36.0,partly-cloudy-day
2024-04-10,18:00 - 19:00,2982,Wednesday,33.0,36.0,partly-cloudy-day
2024-04-10,19:00 - 20:00,2688,Wednesday,33.0,36.0,partly-cloudy-day
2024-04-10,20:00 - 21:00,1961,Wednesday,33.0,36.0,partly-cloudy-day
2024-04-10,21:00 - 22:00,1609,Wednesday,33.0,36.0,partly-cloudy-day
2024-04-10,22:00 - 23:00,343,Wednesday,33.0,36.0,partly-cloudy-day
2024-04-11,06:00 - 07:00,423,Thursday,32.0,49.6,partly-cloudy-day
2024-04-11,07:00 - 08:00,1441,Thursday,32.0,49.6,partly-cloudy-day
2024-04-11,08:00 - 09:00,2410,Thursday,32.0,49.6,partly-cloudy-day
2024-04-11,09:00 - 10:00,2027,Thursday,32.0,49.6,partly-cloudy-day
2024-04-11,10:00 - 11:00,3567,Thursday,32.0,49.6,partly-cloudy-day
2024-04-11,11:00 - 12:00,1327,Thursday,32.0,49.6,partly-cloudy-day
2024-04-11,12:00 - 13:00,798,Thursday,32.0,49.6,partly-cloudy-day
2024-04-11,13:00 - 14:00,1042,Thursday,32.0,49.6,partly-cloudy-day
2024-04-11,14:00 - 15:00,1229,Thursday,32.0,49.6,partly-cloudy-day
2024-04-11,15:00 - 16:00,846,Thursday,32.0,49.6,partly-cloudy-day
2024-04-11,16:00 - 17:00,969,Thursday,32.0,49.6,partly-cloudy-day
2024-04-11,17:00 - 18:00,2239,Thursday,32.0,49.6,partly-cloudy-day
2024-04-11,18:00 - 19:00,2972,Thursday,32.0,49.6,partly-cloudy-day
2024-04-11,19:00 - 20:00,2679,Thursday,32.0,49.6,partly-cloudy-day
2024-04-11,20:00 - 21:00,1954,Thursday,32.0,49.6,partly-cloudy-day
2024-04-11,21:00 - 22:00,1604,Thursday,32.0,49.6,partly-cloudy-day
2024-04-11,22:00 - 23:00,342,Thursday,32.0,49.6,partly-cloudy-day
2024-04-12,06:00 - 07:00,548,Friday,31.5,7.4,clear-day
2024-04-12,07:00 - 08:00,1867,Friday,31.5,7.4,clear-day
2024-04-12,08:00 - 09:00,3122,Friday,31.5,7.4,clear-day
2024-04-12,09:00 - 10:00,2626,Friday,31.5,7.4,clear-day
2024-04-12,10:00 - 11:00,4620,Friday,31.5,7.4,clear-day
2024-04-12,11:00 - 12:00,1719,Friday,31.5,7.4,clear-day
2024-04-12,12:00 - 13:00,1033,Friday,31.5,7.4,clear-day
2024-04-12,13:00 - 14:00,1350,Friday,31.5,7.4,clear-day
2024-04-12,14:00 - 15:00,1592,Friday,31.5,7.4,clear-day
2024-04-12,15:00 - 16:00,1097,Friday,31.5,7.4,clear-day
2024-04-12,16:00 - 17:00,1255,Friday,31.5,7.4,clear-day
2024-04-12,17:00 - 18:00,2901,Friday,31.5,7.4,clear-day
2024-04-12,18:00 - 19:00,3850,Friday,31.5,7.4,clear-day
2024-04-12,19:00 - 20:00,3470,Friday,31.5,7.4,clear-day
2024-04-12,20:00 - 21:00,2531,Friday,31.5,7.4,clear-day
2024-04-12,21:00 - 22:00,2078,Friday,31.5,7.4,clear-day
2024-04-12,22:00 - 23:00,443,Friday,31.5,7.4,clear-day
2024-04-13,06:00 - 07:00,425,Saturday,30.7,16.0,clear-day
2024-04-13,07:00 - 08:00,1446,Saturday,30.7,16.0,clear-day
2024-04-13,08:00 - 09:00,2419,Saturday,30.7,16.0,clear-day
2024-04-13,09:00 - 10:00,2035,Saturday,30.7,16.0,clear-day
2024-04-13,10:00 - 11:00,3580,Saturday,30.7,16.0,clear-day
2024-04-13,11:00 - 12:00,1332,Saturday,30.7,16.0,clear-day
2024-04-13,12:00 - 13:00,801,Saturday,30.7,16.0,clear-day
2024-04-13,13:00 - 14:00,1046,Saturday,30.7,16.0,clear-day
2024-04-13,14:00 - 15:00,1234,Saturday,30.7,16.0,clear-day
2024-04-13,15:00 - 16:00,850,Saturday,30.7,16.0,clear-day
2024-04-13,16:00 - 17:00,972,Saturday,30.7,16.0,clear-day
2024-04-13,17:00 - 18:00,2247,Saturday,30.7,16.0,clear-day
2024-04-13,18:00 - 19:00,2983,Saturday,30.7,16.0,clear-day
2024-04-13,19:00 - 20:00,2689,Saturday,30.7,16.0,clear-day
2024-04-13,20:00 - 21:00,1961,Saturday,30.7,16.0,clear-day
2024-04-13,21:00 - 22:00,1610,Saturday,30.7,16.0,clear-day
2024-04-13,22:00 - 23:00,343,Saturday,30.7,16.0,clear-day
2024-04-14,06:00 - 07:00,492,Sunday,31.2,54.8,partly-cloudy-day
2024-04-14,07:00 - 08:00,1676,Sunday,31.2,54.8,partly-cloudy-day
2024-04-14,08:00 - 09:00,2804,Sunday,31.2,54.8,partly-cloudy-day
2024-04-14,09:00 - 10:00,2358,Sunday,31.2,54.8,partly-cloudy-day
2024-04-14,10:00 - 11:00,4149,Sunday,31.2,54.8,partly-cloudy-day
2024-04-14,11:00 - 12:00,1544,Sunday,31.2,54.8,partly-cloudy-day
2024-04-14,12:00 - 13:00,928,Sunday,31.2,54.8,partly-cloudy-day
2024-04-14,13:00 - 14:00,1212,Sunday,31.2,54.8,partly-cloudy-day
2024-04-14,14:00 - 15:00,1430,Sunday,31.2,54.8,partly-cloudy-day
2024-04-14,15:00 - 16:00,985,Sunday,31.2,54.8,partly-cloudy-day
2024-04-14,16:00 - 17:00,1127,Sunday,31.2,54.8,partly-cloudy-day
2024-04-14,17:00 - 18:00,2605,Sunday,31.2,54.8,partly-cloudy-day
2024-04-14,18:00 - 19:00,3457,Sunday,31.2,54.8,partly-cloudy-day
2024-04-14,19:00 - 20:00,3116,Sunday,31.2,54.8,partly-cloudy-day
2024-04-14,20:00 - 21:00,2273,Sunday,31.2,54.8,partly-cloudy-day
2024-04-14,21:00 - 22:00,1866,Sunday,31.2,54.8,partly-cloudy-day
2024-04-14,22:00 - 23:00,397,Sunday,31.2,54.8,partly-cloudy-day
2024-04-15,06:00 - 07:00,533,Monday,32.2,26.1,partly-cloudy-day
2024-04-15,07:00 - 08:00,1816,Monday,32.2,26.1,partly-cloudy-day
2024-04-15,08:00 - 09:00,3038,Monday,32.2,26.1,partly-cloudy-day
2024-04-15,09:00 - 10:00,2555,Monday,32.2,26.1,partly-cloudy-day
2024-04-15,10:00 - 11:00,4495,Monday,32.2,26.1,partly-cloudy-day
2024-04-15,11:00 - 12:00,1673,Monday,32.2,26.1,partly-cloudy-day
2024-04-15,12:00 - 13:00,1005,Monday,32.2,26.1,partly-cloudy-day
2024-04-15,13:00 - 14:00,1313,Monday,32.2,26.1,partly-cloudy-day
2024-04-15,14:00 - 15:00,1549,Monday,32.2,26.1,partly-cloudy-day
2024-04-15,15:00 - 16:00,1067,Monday,32.2,26.1,partly-cloudy-day
2024-04-15,16:00 - 17:00,1221,Monday,32.2,26.1,partly-cloudy-day
2024-04-15,17:00 - 18:00,2822,Monday,32.2,26.1,partly-cloudy-day
2024-04-15,18:00 - 19:00,3746,Monday,32.2,26.1,partly-cloudy-day
2024-04-15,19:00 - 20:00,3376,Monday,32.2,26.1,partly-cloudy-day
2024-04-15,20:00 - 21:00,2463,Monday,32.2,26.1,partly-cloudy-day
2024-04-15,21:00 - 22:00,2022,Monday,32.2,26.1,partly-cloudy-day
2024-04-15,22:00 - 23:00,431,Monday,32.2,26.1,partly-cloudy-day
2024-04-16,06:00 - 07:00,498,Tuesday,32.9,16.2,clear-day
2024-04-16,07:00 - 08:00,1696,Tuesday,32.9,16.2,clear-day
2024-04-16,08:00 - 09:00,2836,Tuesday,32.9,16.2,clear-day
2024-04-16,09:00 - 10:00,2386,Tuesday,32.9,16.2,clear-day
2024-04-16,10:00 - 11:00,4197,Tuesday,32.9,16.2,clear-day
2024-04-16,11:00 - 12:00,1562,Tuesday,32.9,16.2,clear-day
2024-04-16,12:00 - 13:00,939,Tuesday,32.9,16.2,clear-day
2024-04-16,13:00 - 14:00,1226,Tuesday,32.9,16.2,clear-day
2024-04-16,14:00 - 15:00,1447,Tuesday,32.9,16.2,clear-day
2024-04-16,15:00 - 16:00,996,Tuesday,32.9,16.2,clear-day
2024-04-16,16:00 - 17:00,1140,Tuesday,32.9,16.2,clear-day
2024-04-16,17:00 - 18:00,2635,Tuesday,32.9,16.2,clear-day
2024-04-16,18:00 - 19:00,3497,Tuesday,32.9,16.2,clear-day
2024-04-16,19:00 - 20:00,3152,Tuesday,32.9,16.2,clear-day
2024-04-16,20:00 - 21:00,2299,Tuesday,32.9,16.2,clear-day
2024-04-16,21:00 - 22:00,1887,Tuesday,32.9,16.2,clear-day
2024-04-16,22:00 - 23:00,402,Tuesday,32.9,16.2,clear-day
2024-04-17,06:00 - 07:00,557,Wednesday,34.0,10.2,clear-day
2024-04-17,07:00 - 08:00,1897,Wednesday,34.0,10.2,clear-day
2024-04-17,08:00 - 09:00,3173,Wednesday,34.0,10.2,clear-day
2024-04-17,09:00 - 10:00,2669,Wednesday,34.0,10.2,clear-day
2024-04-17,10:00 - 11:00,4695,Wednesday,34.0,10.2,clear-day
2024-04-17,11:00 - 12:00,1747,Wednesday,34.0,10.2,clear-day
2024-04-17,12:00 - 13:00,1050,Wednesday,34.0,10.2,clear-day
2024-04-17,13:00 - 14:00,1372,Wednesday,34.0,10.2,clear-day
2024-04-17,14:00 - 15:00,1618,Wednesday,34.0,10.2,clear-day
2024-04-17,15:00 - 16:00,1114,Wednesday,34.0,10.2,clear-day
2024-04-17,16:00 - 17:00,1275,Wednesday,34.0,10.2,clear-day
2024-04-17,17:00 - 18:00,2948,Wednesday,34.0,10.2,clear-day
2024-04-17,18:00 - 19:00,3912,Wednesday,34.0,10.2,clear-day
2024-04-17,19:00 - 20:00,3526,Wednesday,34.0,10.2,clear-day
2024-04-17,20:00 - 21:00,2572,Wednesday,34.0,10.2,clear-day
2024-04-17,21:00 - 22:00,2111,Wednesday,34.0,10.2,clear-day
2024-04-17,22:00 - 23:00,450,Wednesday,34.0,10.2,clear-day
2024-04-18,06:00 - 07:00,513,Thursday,34.5,3.9,clear-day
2024-04-18,07:00 - 08:00,1746,Thursday,34.5,3.9,clear-day
2024-04-18,08:00 - 09:00,2921,Thursday,34.5,3.9,clear-day
2024-04-18,09:00 - 10:00,2457,Thursday,34.5,3.9,clear-day
2024-04-18,10:00 - 11:00,4322,Thursday,34.5,3.9,clear-day
2024-04-18,11:00 - 12:00,1608,Thursday,34.5,3.9,clear-day
2024-04-18,12:00 - 13:00,967,Thursday,34.5,3.9,clear-day
2024-04-18,13:00 - 14:00,1263,Thursday,34.5,3.9,clear-day
2024-04-18,14:00 - 15:00,1490,Thursday,34.5,3.9,clear-day
2024-04-18,15:00 - 16:00,1026,Thursday,34.5,3.9,clear-day
2024-04-18,16:00 - 17:00,1174,Thursday,34.5,3.9,clear-day
2024-04-18,17:00 - 18:00,2713,Thursday,34.5,3.9,clear-day
2024-04-18,18:00 - 19:00,3602,Thursday,34.5,3.9,clear-day
2024-04-18,19:00 - 20:00,3246,Thursday,34.5,3.9,clear-day
2024-04-18,20:00 - 21:00,2368,Thursday,34.5,3.9,clear-day
2024-04-18,21:00 - 22:00,1944,Thursday,34.5,3.9,clear-day
2024-04-18,22:00 - 23:00,414,Thursday,34.5,3.9,clear-day
2024-04-19,06:00 - 07:00,477,Friday,32.6,5.9,clear-day
2024-04-19,07:00 - 08:00,1625,Friday,32.6,5.9,clear-day
2024-04-19,08:00 - 09:00,2717,Friday,32.6,5.9,clear-day
2024-04-19,09:00 - 10:00,2286,Friday,32.6,5.9,clear-day
2024-04-19,10:00 - 11:00,4021,Friday,32.6,5.9,clear-day
2024-04-19,11:00 - 12:00,1496,Friday,32.6,5.9,clear-day
2024-04-19,12:00 - 13:00,899,Friday,32.6,5.9,clear-day
2024-04-19,13:00 - 14:00,1175,Friday,32.6,5.9,clear-day
2024-04-19,14:00 - 15:00,1386,Friday,32.6,5.9,clear-day
2024-04-19,15:00 - 16:00,954,Friday,32.6,5.9,clear-day
2024-04-19,16:00 - 17:00,1092,Friday,32.6,5.9,clear-day
2024-04-19,17:00 - 18:00,2525,Friday,32.6,5.9,clear-day
2024-04-19,18:00 - 19:00,3351,Friday,32.6,5.9,clear-day
2024-04-19,19:00 - 20:00,3020,Friday,32.6,5.9,clear-day
2024-04-19,20:00 - 21:00,2203,Friday,32.6,5.9,clear-day
2024-04-19,21:00 - 22:00,1808,Friday,32.6,5.9,clear-day
2024-04-19,22:00 - 23:00,385,Friday,32.6,5.9,clear-day
2024-04-20,06:00 - 07:00,334,Saturday,30.9,11.6,clear-day
2024-04-20,07:00 - 08:00,1139,Saturday,30.9,11.6,clear-day
2024-04-20,08:00 - 09:00,1904,Saturday,30.9,11.6,clear-day
2024-04-20,09:00 - 10:00,1602,Saturday,30.9,11.6,clear-day
2024-04-20,10:00 - 11:00,2818,Saturday,30.9,11.6,clear-day
2024-04-20,11:00 - 12:00,1048,Saturday,30.9,11.6,clear-day
2024-04-20,12:00 - 13:00,630,Saturday,30.9,11.6,clear-day
2024-04-20,13:00 - 14:00,823,Saturday,30.9,11.6,clear-day
2024-04-20,14:00 - 15:00,971,Saturday,30.9,11.6,clear-day
2024-04-20,15:00 - 16:00,669,Saturday,30.9,11.6,clear-day
2024-04-20,16:00 - 17:00,765,Saturday,30.9,11.6,clear-day
2024-04-20,17:00 - 18:00,1769,Saturday,30.9,11.6,clear-day
2024-04-20,18:00 - 19:00,2348,Saturday,30.9,11.6,clear-day
2024-04-20,19:00 - 20:00,2117,Saturday,30.9,11.6,clear-day
2024-04-20,20:00 - 21:00,1544,Saturday,30.9,11.6,clear-day
2024-04-20,21:00 - 22:00,1267,Saturday,30.9,11.6,clear-day
2024-04-20,22:00 - 23:00,270,Saturday,30.9,11.6,clear-day
2024-04-21,06:00 - 07:00,483,Sunday,30.9,19.7,clear-day
2024-04-21,07:00 - 08:00,1646,Sunday,30.9,19.7,clear-day
2024-04-21,08:00 - 09:00,2753,Sunday,30.9,19.7,clear-day
2024-04-21,09:00 - 10:00,2316,Sunday,30.9,19.7,clear-day
2024-04-21,10:00 - 11:00,4074,Sunday,30.9,19.7,clear-day
2024-04-21,11:00 - 12:00,1516,Sunday,30.9,19.7,clear-day
2024-04-21,12:00 - 13:00,911,Sunday,30.9,19.7,clear-day
2024-04-21,13:00 - 14:00,1190,Sunday,30.9,19.7,clear-day
2024-04-21,14:00 - 15:00,1404,Sunday,30.9,19.7,clear-day
2024-04-21,15:00 - 16:00,967,Sunday,30.9,19.7,clear-day
2024-04-21,16:00 - 17:00,1106,Sunday,30.9,19.7,clear-day
2024-04-21,17:00 - 18:00,2558,Sunday,30.9,19.7,clear-day
2024-04-21,18:00 - 19:00,3395,Sunday,30.9,19.7,clear-day
2024-04-21,19:00 - 20:00,3060,Sunday,30.9,19.7,clear-day
2024-04-21,20:00 - 21:00,2232,Sunday,30.9,19.7,clear-day
2024-04-21,21:00 - 22:00,1832,Sunday,30.9,19.7,clear-day
2024-04-21,22:00 - 23:00,390,Sunday,30.9,19.7,clear-day
2024-04-22,06:00 - 07:00,450,Monday,31.6,0.8,clear-day
2024-04-22,07:00 - 08:00,1532,Monday,31.6,0.8,clear-day
2024-04-22,08:00 - 09:00,2562,Monday,31.6,0.8,clear-day
2024-04-22,09:00 - 10:00,2155,Monday,31.6,0.8,clear-day
2024-04-22,10:00 - 11:00,3792,Monday,31.6,0.8,clear-day
2024-04-22,11:00 - 12:00,1411,Monday,31.6,0.8,clear-day
2024-04-22,12:00 - 13:00,848,Monday,31.6,0.8,clear-day
2024-04-22,13:00 - 14:00,1108,Monday,31.6,0.8,clear-day
2024-04-22,14:00 - 15:00,1307,Monday,31.6,0.8,clear-day
2024-04-22,15:00 - 16:00,900,Monday,31.6,0.8,clear-day
2024-04-22,16:00 - 17:00,1030,Monday,31.6,0.8,clear-day
2024-04-22,17:00 - 18:00,2380,Monday,31.6,0.8,clear-day
2024-04-22,18:00 - 19:00,3160,Monday,31.6,0.8,clear-day
2024-04-22,19:00 - 20:00,2848,Monday,31.6,0.8,clear-day
